day,phase,box,mouse,time_bin,time_window,s_wall_count,s_wall_duration,s_wall_mean_duration,nest_duration,outside_nest_duration,nest_count,nest_mean_duration,s_wall_duration_fraction,s_wall_event_rate,ramp1_count,ramp1_duration,ramp1_mean_duration,ramp1_duration_fraction,ramp1_event_rate,ramp2_count,ramp2_duration,ramp2_mean_duration,ramp2_duration_fraction,ramp2_event_rate,non_wall_count,non_wall_duration,non_wall_mean_duration,non_wall_duration_fraction,non_wall_event_rate,woodstick_count,woodstick_duration,woodstick_mean_duration,woodstick_duration_fraction,woodstick_event_rate,feeder_prox_count,feeder_prox_duration,feeder_prox_mean_duration,feeder_prox_duration_fraction,feeder_prox_event_rate,feeder_dist_count,feeder_dist_duration,feeder_dist_mean_duration,feeder_dist_duration_fraction,feeder_dist_event_rate,water_prox_count,water_prox_duration,water_prox_mean_duration,water_prox_duration_fraction,water_prox_event_rate,water_dist_count,water_dist_duration,water_dist_mean_duration,water_dist_duration_fraction,water_dist_event_rate,motionless_count,motionless_duration,motionless_mean_duration,motionless_duration_fraction,motionless_event_rate,speeding_count,speeding_duration,speeding_mean_duration,speeding_duration_fraction,speeding_event_rate,chasing_duration,chasing_count,chasing_mean_duration,chased_duration,chased_count,chased_mean_duration,chasing_duration_fraction,chasing_event_rate,chased_duration_fraction,chased_event_rate,chasing_duration_ratio,chased_duration_ratio,chasing_event_ratio,chased_event_ratio,total_distance,valid_locomotion_duration,mean_speed,median_speed,mean_abs_angular_velocity,mean_abs_acceleration,valid_locomotion_duration_fraction,nest_frames,weighted_sum,alone_sum,weighted_co_occupancy,alone_fraction,feeding_frames,drinking_frames,ramps_frames,s_wall_frames,feeding_together_frames,drinking_together_frames,ramps_together_frames,s_wall_together_frames,feeding_alone_frames,drinking_alone_frames,ramps_alone_frames,s_wall_alone_frames,feeding_together_fraction,feeding_alone_fraction,drinking_together_fraction,drinking_alone_fraction,ramps_together_fraction,ramps_alone_fraction,s_wall_together_fraction,s_wall_alone_fraction,normDS,rank
1,active,1,blue,24,12-24,299.0,1924.76,6.437324414715719,19839.64,23360.36,258,76.89782945736434,0.0823942781703706,0.0127994602822901,219.0,1128.92,5.154885844748859,0.0483263100397425,0.0093748555244867,205.0,1055.2,5.147317073170732,0.0451705367554267,0.0087755496918711,731,35047.64,47.944787961696306,1.500303933672255,0.0312923259744284,65.0,162.52,2.5003076923076923,0.0069570845654775,0.0027824913657152,162.0,1331.68,8.220246913580247,0.0570059707983952,0.0069348246345518,235.0,2090.64,8.896340425531914,0.0894951961356759,0.0100597764760474,52.0,251.48,4.836153846153846,0.0107652450561549,0.0022259930925722,59.0,237.04,4.017627118644068,0.0101471038973714,0.00252564600888,352.0,1602.92,4.55375,0.0686170932297276,0.0150682609343349,28.0,75.08,2.6814285714285715,0.0032139915651984,0.0011986116652311,4.0,5.0,0.8,26.8,28.0,0.9571428571428572,0.0001712302378901,0.0002140377973627,0.0011472425938641,0.0011986116652311,0.1298701298701298,0.8701298701298701,0.1515151515151515,0.8484848484848485,930.321325729852,21268,0.0437427743901566,0.013270588414394,1.9620610395466676,0.0399085588144114,0.9104311748620312,496249,275960.3333333333,115044,0.5560924723945707,0.2318271674099091,85955.0,12324.0,55027.0,48418.0,12425.0,579.0,12521.0,11522.0,73530.0,11745.0,42506.0,36896.0,0.1445523820603804,0.8554476179396195,0.046981499513145,0.9530185004868548,0.2275428426045395,0.7724571573954604,0.2379693502416456,0.7620306497583543,0.0,Delta
1,active,1,green,24,12-24,414.0,3481.32,8.408985507246378,14573.52,28626.48,803,18.14884184308842,0.1216118782330206,0.014462134359516,234.0,1417.36,6.057094017094017,0.0495121998932456,0.0081742498553786,234.0,1261.48,5.390940170940171,0.0440668919126626,0.0081742498553786,800,32374.04,40.46755,1.1309123580684737,0.0279461533517219,23.0,57.28,2.4904347826086957,0.0020009445799832,0.000803451908862,137.0,1044.72,7.625693430656934,0.0364948816620136,0.0047857787614823,222.0,1541.12,6.941981981981981,0.053835469816757,0.0077550575551028,65.0,422.88,6.505846153846154,0.0147723366617201,0.0022706249598274,45.0,205.48,4.566222222222222,0.0071779694883897,0.0015719711260343,398.0,1689.28,4.2444221105527635,0.0590110974174959,0.0139032112924816,11.0,30.4,2.7636363636363637,0.0010619538273654,0.0003842596085861,7.0,8.0,0.875,1.6,2.0,0.8,0.0002445288418275,0.0002794615335172,5.589230670344381e-05,6.986538337930475e-05,0.813953488372093,0.186046511627907,0.8,0.2,1598.2367096991024,26109,0.0612140146960474,0.0186385206779577,1.9901317771396223,0.0555698188932486,0.912057647325134,365141,262386.3333333333,28197,0.7185890747227326,0.0772222237437045,65005.0,15819.0,67378.0,87447.0,10449.0,790.0,17579.0,22000.0,54556.0,15029.0,49799.0,65447.0,0.1607414814245058,0.8392585185754942,0.0499399456349958,0.950060054365004,0.2609011843628484,0.7390988156371516,0.2515809576086086,0.7484190423913913,2.5,Beta
1,active,1,red,24,12-24,384.0,3185.72,8.296145833333332,18775.68,24424.32,241,77.90738589211618,0.1304322904383827,0.0157220344312554,233.0,1320.56,5.66763948497854,0.0540674213243193,0.0095396719335482,181.0,1046.04,5.7792265193370165,0.0428278044178916,0.007410646437649,769,32281.24,41.978205461638495,1.321684288446925,0.0314850116605088,61.0,164.24,2.692459016393443,0.0067244451432015,0.0024975106778817,123.0,1083.84,8.81170731707317,0.0443754421822183,0.0050359641537614,151.0,1608.76,10.654039735099335,0.0658671357073605,0.0061823624977072,29.0,91.8,3.1655172413793102,0.0037585488562219,0.0011873411419437,63.0,358.84,5.6958730158730155,0.0146919136336241,0.0025793962738778,389.0,1750.36,4.4996401028277635,0.0716646359038859,0.0159267484212457,25.0,64.28,2.5712,0.0026318030553153,0.0010235699499515,16.2,17.0,0.9529411764705882,1.6,2.0,0.8,0.0006632733275685,0.000696027565967,6.550847679689752e-05,8.18855959961219e-05,0.9101123595505616,0.0898876404494382,0.8947368421052632,0.1052631578947368,897.6171836094109,22353,0.0401564525392301,0.0131052893868902,1.982683314369593,0.0362193665995031,0.9151943636506564,469633,286505.3333333333,70066,0.6100621833076749,0.1491930933303238,67589.0,11358.0,59579.0,80027.0,5943.0,593.0,12654.0,19696.0,61646.0,10765.0,46925.0,60331.0,0.0879285090769208,0.9120714909230792,0.0522098961084698,0.9477901038915302,0.2123902717400426,0.7876097282599573,0.2461169355342571,0.7538830644657428,2.6761363636363633,Alpha
1,active,1,yellow,24,12-24,587.0,3040.8,5.1802385008517895,13113.28,30086.72,352,37.25363636363637,0.1010678465449208,0.0195102689824613,434.0,1920.6,4.425345622119815,0.0638354729262611,0.0144249688899288,333.0,1162.96,3.4923723723723725,0.0386535986641282,0.0110680060837472,962,34748.32,36.12091476091476,1.1549387902702588,0.031974239797492,49.0,79.64,1.6253061224489795,0.0026470150285574,0.0016286255198306,188.0,1344.24,7.150212765957447,0.0446788483423915,0.0062486040352687,284.0,2109.64,7.428309859154929,0.0701186437072568,0.0094393805639165,85.0,368.72,4.337882352941177,0.0122552408504483,0.0028251667180736,79.0,397.76,5.0349367088607595,0.0132204507503642,0.0026257431850331,349.0,1451.96,4.1603438395415475,0.0482591655055785,0.0115998021718552,7.0,15.56,2.222857142857143,0.000517171695685,0.0002326607885472,16.2,17.0,0.9529411764705882,13.4,15.0,0.8933333333333333,0.0005384435392093,0.0005650333436147,0.0004453792237904,0.0004985588326012,0.5472972972972973,0.4527027027027027,0.53125,0.46875,1896.766067273382,27908,0.0679649586954773,0.0246758949015775,2.05823529232932,0.0604285812338021,0.9275853266823368,328184,228644.66666666663,49106,0.696696568591603,0.149629476147527,86819.0,19326.0,77856.0,76607.0,12455.0,596.0,16181.0,18344.0,74364.0,18730.0,61675.0,58263.0,0.143459381011069,0.856540618988931,0.0308392838662941,0.969160716133706,0.2078324085491163,0.7921675914508837,0.2394559243933322,0.7605440756066678,1.1041666666666663,Gamma
1,active,2,blue,24,12-24,634.0,4703.48,7.418738170347003,9511.68,33688.32,362,26.2753591160221,0.1396175291614423,0.0188195790113606,275.0,1532.16,5.571490909090909,0.045480451384931,0.008163066605874,302.0,1374.72,4.5520529801324505,0.0408070215433717,0.008964531327178,1089,30865.56,28.343030303030304,0.9162095349367376,0.0323257437592613,43.0,125.96,2.929302325581395,0.0037389813442759,0.001276406778373,170.0,1236.12,7.271294117647059,0.0366928359740111,0.0050462593563585,291.0,2364.32,8.124810996563575,0.0701821877730917,0.0086380086629431,118.0,764.2,6.476271186440679,0.0226844200007599,0.0035026976708841,129.0,747.64,5.795658914728682,0.0221928549716934,0.0038292203351191,514.0,2285.44,4.4463813229571985,0.0678407234317413,0.0152575135833428,20.0,51.64,2.582,0.0015328754891903,0.0005936775713362,5.6,7.0,0.7999999999999999,19.4,20.0,0.97,0.0001662297199741,0.0002077871499677,0.0005758672441962,0.0005936775713362,0.2239999999999999,0.7759999999999999,0.2592592592592592,0.7407407407407407,1358.6113353810792,31481,0.0431565495181563,0.0140823601810568,1.956278638038096,0.0390449272914964,0.9344781811618984,238154,95850.33333333331,69797,0.4024720698931504,0.2930750690729528,90472.0,38043.0,73249.0,118221.0,12717.0,3375.0,15579.0,35173.0,77755.0,34668.0,57670.0,83048.0,0.1405628260677336,0.8594371739322664,0.0887154009936125,0.9112845990063876,0.2126854974129339,0.787314502587066,0.2975190532984833,0.7024809467015166,0.575,Delta
1,active,2,green,24,12-24,666.0,3849.2,5.779579579579579,15400.92,27799.08,1164,13.231030927835052,0.1384650139501019,0.0239576273747188,383.0,1807.44,4.719164490861619,0.065017979012255,0.0137774343611371,333.0,1343.88,4.035675675675676,0.0483426070215273,0.0119788136873594,1087,31796.16,29.251297148114077,1.143784614454867,0.039102013447927,33.0,61.16,1.8533333333333333,0.0022000728081648,0.0011870896446932,129.0,1044.6,8.097674418604651,0.0375767831165635,0.0046404413383464,174.0,999.96,5.746896551724138,0.0359709745790148,0.0062591999447463,76.0,393.52,5.177894736842105,0.0141558641508999,0.002733903424142,83.0,316.88,3.8178313253012046,0.0113989383821335,0.0029857103184709,361.0,1557.52,4.314459833795014,0.0560277534364446,0.0129860412646749,6.0,14.28,2.38,0.0005136860644309,0.0002158344808533,14.6,15.0,0.9733333333333332,45.2,48.0,0.9416666666666668,0.000525197236743,0.0005395862021333,0.001625953089095,0.0017266758468265,0.2441471571906354,0.7558528428093645,0.238095238095238,0.7619047619047619,1584.545489687297,25069,0.0632073672538712,0.024018412519029,1.918696778839184,0.0575745875701653,0.90179243341866,386187,133030.99999999997,128757,0.3444730143686866,0.3334058370685704,51417.0,17919.0,79427.0,96896.0,10968.0,2112.0,19184.0,32110.0,40449.0,15807.0,60243.0,64786.0,0.2133146624657214,0.7866853375342785,0.1178637200736648,0.8821362799263351,0.2415299583265136,0.7584700416734863,0.3313862285336856,0.6686137714663144,1.2375000000000005,Gamma
1,active,2,red,24,12-24,490.0,5758.64,11.752326530612246,10604.28,32595.72,321,33.03514018691589,0.1766685932999792,0.0150326484581411,266.0,2321.08,8.725864661654136,0.0712081218024943,0.0081605805915623,260.0,1312.0,5.046153846153846,0.0402506832185329,0.0079765073451361,989,29018.12,29.34086956521739,0.890243258930927,0.0303414067859215,38.0,126.68,3.333684210526316,0.0038863998095455,0.001165797227366,107.0,672.6,6.285981308411215,0.020634610924379,0.0032826395612675,203.0,3959.08,19.502857142857145,0.1214601180768518,0.006227811504087,82.0,365.2,4.453658536585365,0.0112039249324757,0.0025156677011583,126.0,661.24,5.247936507936508,0.0202860989111453,0.0038655381749505,459.0,2116.04,4.610108932461873,0.0649177253946223,0.0140816033516056,20.0,48.96,2.448,0.0015020376908379,0.0006135774880873,59.4,62.0,0.9580645161290322,12.0,13.0,0.9230769230769232,0.0018223251396195,0.0019020902130709,0.0003681464928524,0.0003988253672568,0.8319327731092436,0.1680672268907563,0.8266666666666667,0.1733333333333333,1204.968330783334,30432,0.0395954367370969,0.0146913136949675,1.9684984633565468,0.0347267373881291,0.9336195058737772,265428,118394.33333333331,51360,0.4460506552938398,0.193498801934988,116102.0,25869.0,91353.0,144456.0,19547.0,2260.0,19857.0,41173.0,96555.0,23609.0,71496.0,103283.0,0.168360579490448,0.831639420509552,0.0873632533147783,0.9126367466852215,0.2173656037568552,0.7826343962431447,0.2850210444702885,0.7149789555297115,2.8375,Alpha
1,active,2,yellow,24,12-24,487.0,4261.4,8.750308008213551,8518.52,34681.479999999996,357,23.86140056022409,0.122872495637441,0.0140420766357145,169.0,876.36,5.185562130177515,0.0252688178243835,0.0048729177647551,203.0,1131.72,5.574975369458128,0.0326318254007614,0.0058532680842916,864,33458.6,38.72523148148148,0.9647396823895636,0.024912431649399,51.0,123.48,2.4211764705882355,0.0035604016898932,0.0014705254793048,179.0,2267.8,12.66927374301676,0.0653893663130869,0.0051612560940305,299.0,3369.0,11.267558528428092,0.0971411831328997,0.008621316045336,83.0,450.4,5.426506024096385,0.0129867583505663,0.0023932081329862,134.0,756.68,5.646865671641791,0.0218179846996148,0.003863733612291,426.0,1816.36,4.2637558685446,0.0523726207762759,0.0122832128271342,30.0,74.24,2.4746666666666663,0.0021406237565409,0.0008650149878263,14.6,16.0,0.9125,17.6,19.0,0.9263157894736844,0.0004209739607421,0.0004613413268407,0.0005074754595247,0.0005478428256233,0.4534161490683229,0.546583850931677,0.4571428571428571,0.5428571428571428,1118.647052851093,32505,0.0344146147623778,0.0099923857825979,2.0624714555980397,0.0311382624967083,0.9372437393098566,213320,78790.99999999999,72696,0.3693558972435776,0.3407837989874367,141398.0,30394.0,50574.0,107022.0,20382.0,2387.0,13733.0,33179.0,121016.0,28007.0,36841.0,73843.0,0.1441463104145744,0.8558536895854255,0.0785352372178719,0.921464762782128,0.2715426899197216,0.7284573100802784,0.3100203696436246,0.6899796303563753,1.35,Beta
1,active,3,blue,24,12-24,369.0,2855.52,7.738536585365853,13123.44,30076.56,237,55.373164556962024,0.0949417087592464,0.0122686903023484,283.0,1481.52,5.235053003533569,0.0492582928366807,0.0094093207467875,204.0,938.24,4.59921568627451,0.031195056881505,0.006782690573656,880,31358.28,35.63440909090909,1.0426152458924822,0.0292586652196926,39.0,94.28,2.417435897435898,0.0031346669964916,0.0012966908449636,116.0,1631.4,14.063793103448276,0.0542415754993257,0.0038568240516867,283.0,4600.56,16.256395759717314,0.152961641889897,0.0094093207467875,78.0,574.32,7.363076923076924,0.0190952688738339,0.0025933816899273,81.0,344.16,4.24888888888889,0.0114427979795561,0.0026931271395398,446.0,2105.6,4.721076233183856,0.0700080062347555,0.0148288235090715,18.0,40.28,2.2377777777777776,0.001339248903465,0.0005984726976755,5.8,7.0,0.8285714285714285,13.8,15.0,0.92,0.0001928412025843,0.0002327393824293,0.0004588290682179,0.0004987272480629,0.2959183673469387,0.7040816326530612,0.3181818181818182,0.6818181818181818,1031.377173088662,28009,0.0368230630543276,0.0107998543523978,1.9745683924844433,0.0343816846592213,0.931256766066332,328323,161571.3333333333,52914,0.4921109192268995,0.1611644630440145,156198.0,23121.0,60981.0,71757.0,21505.0,1880.0,11387.0,14847.0,134693.0,21241.0,49594.0,56910.0,0.1376778191782225,0.8623221808217775,0.0813113619653129,0.918688638034687,0.186730293042095,0.8132697069579049,0.2069066432543166,0.7930933567456834,0.7142857142857142,Gamma
1,active,3,green,24,12-24,559.0,3485.28,6.23484794275492,8959.24,34240.76,351,25.524900284900284,0.1017874603250628,0.0163255722127663,407.0,2118.96,5.2062899262899265,0.0618841404221168,0.0118864184089371,377.0,1613.44,4.279681697612732,0.0471204494292766,0.0110102696318656,1358,29342.96,21.607481590574373,0.8569599506553008,0.0396603346421049,120.0,239.24,1.9936666666666667,0.0069869944475531,0.0035045951082861,147.0,909.52,6.187210884353742,0.0265624945240701,0.0042931290076505,212.0,1875.48,8.846603773584906,0.0547733169474042,0.0061914513579721,97.0,543.64,5.604536082474227,0.0158769840389056,0.0028328810458646,106.0,416.64,3.930566037735849,0.0121679542159695,0.003095725678986,534.0,2384.76,4.465842696629214,0.0696468185869706,0.0155954482318733,40.0,91.64,2.291,0.0026763424643611,0.0011681983694287,45.0,49.0,0.9183673469387756,11.8,13.0,0.9076923076923078,0.0013142231656073,0.0014310430025501,0.0003446185189814,0.0003796644700643,0.7922535211267606,0.2077464788732394,0.7903225806451613,0.2096774193548387,1954.3107645826035,32114,0.0608554139808994,0.0215811747573947,1.9682798594387203,0.0539741423825986,0.9378880608958444,224332,136158.99999999997,25248,0.606953087388335,0.1125474742791933,69984.0,24210.0,94083.0,87691.0,12873.0,2222.0,15133.0,14951.0,57111.0,21988.0,78950.0,72740.0,0.1839420438957476,0.8160579561042524,0.0917802560925237,0.9082197439074764,0.1608473369259058,0.8391526630740942,0.1704964021393301,0.8295035978606699,2.662857142857143,Alpha
